Congress,YearRange,SessionBegan,SessionEnded,LastName,FirstMiddleName,,StateOrTerritory,Party,Service,Group
56,(1899-1901),1899,1901,WILCOX, Robert W. 1,https://history.house.gov/People/Detail/23764#,HI,Home Rule,House,APA
57,(1901-1903),1901,1903,WILCOX, Robert W.,https://history.house.gov/People/Detail/23764#,HI,Home Rule,House,APA
58,(1903-1905),1903,1905,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
59,(1905-1907),1905,1907,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
60,(1907-1909),1907,1909,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
60,(1907-1909),1907,1909,LEGARDA, Benito,https://history.house.gov/People/Detail/16863#,PI,Progresista,House,APA
60,(1907-1909),1907,1909,OCAMPO, Pablo,https://history.house.gov/People/Detail/19093#,PI,Nacionalista,House,APA
61,(1909-1911),1909,1911,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
61,(1909-1911),1909,1911,LEGARDA, Benito,https://history.house.gov/People/Detail/16863#,PI,Progresista,House,APA
61,(1909-1911),1909,1911,OCAMPO, Pablo 2,https://history.house.gov/People/Detail/19093#,PI,Nacionalista,House,APA
61,(1909-1911),1909,1911,QUEZON, Manuel L.,https://history.house.gov/People/Detail/20053#,PI,Nacionalista,House,APA
62,(1911-1913),1911,1913,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
62,(1911-1913),1911,1913,LEGARDA, Benito,https://history.house.gov/People/Detail/16863#,PI,Progresista,House,APA
62,(1911-1913),1911,1913,QUEZON, Manuel L.,https://history.house.gov/People/Detail/20053#,PI,Nacionalista,House,APA
63,(1913-1915),1913,1915,EARNSHAW, Manuel,https://history.house.gov/People/Detail/12621#,PI,Independent,House,APA
63,(1913-1915),1913,1915,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
63,(1913-1915),1913,1915,QUEZON, Manuel L.,https://history.house.gov/People/Detail/20053#,PI,Nacionalista,House,APA
64,(1915-1917),1915,1917,EARNSHAW, Manuel,https://history.house.gov/People/Detail/12621#,PI,Independent,House,APA
64,(1915-1917),1915,1917,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
64,(1915-1917),1915,1917,QUEZON, Manuel L. 3,https://history.house.gov/People/Detail/20053#,PI,Nacionalista,House,APA
65,(1917-1919),1917,1919,DE VEYRA, Jaime C.,https://history.house.gov/People/Detail/12170#,PI,Nacionalista,House,APA
65,(1917-1919),1917,1919,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
65,(1917-1919),1917,1919,YANGCO, Teodoro R.,https://history.house.gov/People/Detail/21037#,PI,Nacionalista,House,APA
66,(1919-1921),1919,1921,DE VEYRA, Jaime C.,https://history.house.gov/People/Detail/12170#,PI,Nacionalista,House,APA
66,(1919-1921),1919,1921,GABALDON, Isauro 4,https://history.house.gov/People/Detail/13567#,PI,Nacionalista,House,APA
66,(1919-1921),1919,1921,KALANIANAOLE, Jonah Kuhio,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
66,(1919-1921),1919,1921,YANGCO, Teodoro R.,https://history.house.gov/People/Detail/21037#,PI,Nacionalista,House,APA
67,(1921-1923),1921,1923,DE VEYRA, Jaime C.,https://history.house.gov/People/Detail/12170#,PI,Nacionalista,House,APA
67,(1921-1923),1921,1923,GABALDON, Isauro,https://history.house.gov/People/Detail/13567#,PI,Nacionalista,House,APA
67,(1921-1923),1921,1923,KALANIANAOLE, Jonah Kuhio 5,https://history.house.gov/People/Detail/16079#,HI,Republican,House,APA
68,(1923-1925),1923,1925,GABALDON, Isauro,https://history.house.gov/People/Detail/13567#,PI,Nacionalista,House,APA
68,(1923-1925),1923,1925,GUEVARA, Pedro,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
68,(1923-1925),1923,1925,JARRETT, William P.,https://history.house.gov/People/Detail/15768#,HI,Democrat,House,APA
69,(1925-1927),1925,1927,GABALDON, Isauro,https://history.house.gov/People/Detail/13567#,PI,Nacionalista,House,APA
69,(1925-1927),1925,1927,GUEVARA, Pedro,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
69,(1925-1927),1925,1927,JARRETT, William P.,https://history.house.gov/People/Detail/15768#,HI,Democrat,House,APA
70,(1927-1929),1927,1929,GABALDON, Isauro 6,https://history.house.gov/People/Detail/13567#,PI,Nacionalista,House,APA
70,(1927-1929),1927,1929,GUEVARA, Pedro,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
70,(1927-1929),1927,1929,HOUSTON, Victor S. (Kaleoaloha),https://history.house.gov/People/Detail/15308#,HI,Republican,House,APA
71,(1929-1931),1929,1931,GUEVARA, Pedro,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
71,(1929-1931),1929,1931,HOUSTON, Victor S. (Kaleoaloha),https://history.house.gov/People/Detail/15308#,HI,Republican,House,APA
71,(1929-1931),1929,1931,OSIAS, Camilo,https://history.house.gov/People/Detail/19211#,PI,Nacionalista,House,APA
72,(1931-1933),1931,1933,GUEVARA, Pedro,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
72,(1931-1933),1931,1933,HOUSTON, Victor S. (Kaleoaloha),https://history.house.gov/People/Detail/15308#,HI,Republican,House,APA
72,(1931-1933),1931,1933,OSIAS, Camilo,https://history.house.gov/People/Detail/19211#,PI,Nacionalista,House,APA
73,(1933-1935),1933,1935,GUEVARA, Pedro,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
73,(1933-1935),1933,1935,OSIAS, Camilo,https://history.house.gov/People/Detail/19211#,PI,Nacionalista,House,APA
74,(1935-1937),1935,1937,DELGADO, Francisco A. 7,https://history.house.gov/People/Detail/12104#,PI,Nacionalista,House,APA
74,(1935-1937),1935,1937,GUEVARA, Pedro 8,https://history.house.gov/People/Detail/14215#,PI,Nacionalista,House,APA
74,(1935-1937),1935,1937,KING, Samuel Wilder,https://history.house.gov/People/Detail/16344#,HI,Republican,House,APA
74,(1935-1937),1935,1937,PAREDES, Quintin 9,https://history.house.gov/People/Detail/19339#,PI,Nacionalista,House,APA
75,(1937-1939),1937,1939,ELIZALDE, Joaquin Miguel 10,https://history.house.gov/People/Detail/12728#,PI,,House,APA
75,(1937-1939),1937,1939,KING, Samuel Wilder,https://history.house.gov/People/Detail/16344#,HI,Republican,House,APA
75,(1937-1939),1937,1939,PAREDES, Quintin 11,https://history.house.gov/People/Detail/19339#,PI,Nacionalista,House,APA
76,(1939-1941),1939,1941,ELIZALDE, Joaquin Miguel,https://history.house.gov/People/Detail/12728#,PI,,House,APA
76,(1939-1941),1939,1941,KING, Samuel Wilder,https://history.house.gov/People/Detail/16344#,HI,Republican,House,APA
77,(1941-1943),1941,1943,ELIZALDE, Joaquin Miguel,https://history.house.gov/People/Detail/12728#,PI,,House,APA
77,(1941-1943),1941,1943,KING, Samuel Wilder,https://history.house.gov/People/Detail/16344#,HI,Republican,House,APA
78,(1943-1945),1943,1945,ELIZALDE, Joaquin Miguel 12,https://history.house.gov/People/Detail/12728#,PI,,House,APA
78,(1943-1945),1943,1945,ROMULO, Carlos Pena 13,https://history.house.gov/People/Detail/20605#,PI,,House,APA
79,(1945-1947),1945,1947,ROMULO, Carlos Pena 14,https://history.house.gov/People/Detail/20605#,PI,,House,APA
85,(1957-1959),1957,1959,SAUND, Dalip Singh (Judge),https://history.house.gov/People/Detail/21228#,CA,Democrat,House,APA
86,(1959-1961),1959,1961,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
86,(1959-1961),1959,1961,INOUYE, Daniel Ken 15,https://history.house.gov/People/Detail/15647#,HI,Democrat,House,APA
86,(1959-1961),1959,1961,SAUND, Dalip Singh (Judge),https://history.house.gov/People/Detail/21228#,CA,Democrat,House,APA
87,(1961-1963),1961,1963,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
87,(1961-1963),1961,1963,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,House,APA
87,(1961-1963),1961,1963,SAUND, Dalip Singh (Judge),https://history.house.gov/People/Detail/21228#,CA,Democrat,House,APA
88,(1963-1965),1963,1965,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
88,(1963-1965),1963,1965,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
88,(1963-1965),1963,1965,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
89,(1965-1967),1965,1967,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
89,(1965-1967),1965,1967,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
89,(1965-1967),1965,1967,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
89,(1965-1967),1965,1967,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
90,(1967-1969),1967,1969,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
90,(1967-1969),1967,1969,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
90,(1967-1969),1967,1969,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
90,(1967-1969),1967,1969,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
91,(1969-1971),1969,1971,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
91,(1969-1971),1969,1971,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
91,(1969-1971),1969,1971,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
91,(1969-1971),1969,1971,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
92,(1971-1973),1971,1973,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
92,(1971-1973),1971,1973,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
92,(1971-1973),1971,1973,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
92,(1971-1973),1971,1973,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
93,(1973-1975),1973,1975,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
93,(1973-1975),1973,1975,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
93,(1973-1975),1973,1975,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
93,(1973-1975),1973,1975,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
93,(1973-1975),1973,1975,WON PAT, Antonio Borja,https://history.house.gov/People/Detail/24034#,GU,Democrat,House,APA
94,(1975-1977),1975,1977,FONG, Hiram Leong,https://history.house.gov/People/Detail/15032451315#,HI,Republican,Senate,APA
94,(1975-1977),1975,1977,HAYAKAWA, Samuel Ichiye 16,https://history.house.gov/People/Detail/15032451323#,CA,Republican,Senate,APA
94,(1975-1977),1975,1977,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
94,(1975-1977),1975,1977,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,House,APA
94,(1975-1977),1975,1977,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
94,(1975-1977),1975,1977,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
94,(1975-1977),1975,1977,WON PAT, Antonio Borja,https://history.house.gov/People/Detail/24034#,GU,Democrat,House,APA
95,(1977-1979),1977,1979,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,House,APA
95,(1977-1979),1977,1979,HAYAKAWA, Samuel Ichiye,https://history.house.gov/People/Detail/15032451323#,CA,Republican,Senate,APA
95,(1977-1979),1977,1979,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
95,(1977-1979),1977,1979,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
95,(1977-1979),1977,1979,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
95,(1977-1979),1977,1979,WON PAT, Antonio Borja,https://history.house.gov/People/Detail/24034#,GU,Democrat,House,APA
96,(1979-1981),1979,1981,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,House,APA
96,(1979-1981),1979,1981,HAYAKAWA, Samuel Ichiye,https://history.house.gov/People/Detail/15032451323#,CA,Republican,Senate,APA
96,(1979-1981),1979,1981,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
96,(1979-1981),1979,1981,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
96,(1979-1981),1979,1981,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
96,(1979-1981),1979,1981,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
96,(1979-1981),1979,1981,WON PAT, Antonio Borja,https://history.house.gov/People/Detail/24034#,GU,Democrat,House,APA
97,(1981-1983),1981,1983,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,House,APA
97,(1981-1983),1981,1983,HAYAKAWA, Samuel Ichiye,https://history.house.gov/People/Detail/15032451323#,CA,Republican,Senate,APA
97,(1981-1983),1981,1983,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
97,(1981-1983),1981,1983,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
97,(1981-1983),1981,1983,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
97,(1981-1983),1981,1983,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
97,(1981-1983),1981,1983,SUNIA, Fofo I. F.,https://history.house.gov/People/Detail/22470#,AS,Democrat,House,APA
97,(1981-1983),1981,1983,WON PAT, Antonio Borja,https://history.house.gov/People/Detail/24034#,GU,Democrat,House,APA
98,(1983-1985),1983,1985,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,House,APA
98,(1983-1985),1983,1985,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
98,(1983-1985),1983,1985,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
98,(1983-1985),1983,1985,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
98,(1983-1985),1983,1985,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
98,(1983-1985),1983,1985,SUNIA, Fofo I. F.,https://history.house.gov/People/Detail/22470#,AS,Democrat,House,APA
98,(1983-1985),1983,1985,WON PAT, Antonio Borja,https://history.house.gov/People/Detail/24034#,GU,Democrat,House,APA
99,(1985-1987),1985,1987,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,House,APA
99,(1985-1987),1985,1987,BLAZ, Ben Garrido,https://history.house.gov/People/Detail/9489#,GU,Republican,House,APA
99,(1985-1987),1985,1987,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
99,(1985-1987),1985,1987,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
99,(1985-1987),1985,1987,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
99,(1985-1987),1985,1987,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
99,(1985-1987),1985,1987,SUNIA, Fofo I. F.,https://history.house.gov/People/Detail/22470#,AS,Democrat,House,APA
100,(1987-1989),1987,1989,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,House,APA
100,(1987-1989),1987,1989,BLAZ, Ben Garrido,https://history.house.gov/People/Detail/9489#,GU,Republican,House,APA
100,(1987-1989),1987,1989,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
100,(1987-1989),1987,1989,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
100,(1987-1989),1987,1989,MATSUNAGA, Spark Masayuki,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
100,(1987-1989),1987,1989,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
100,(1987-1989),1987,1989,SAIKI, Patricia,https://history.house.gov/People/Detail/21149#,HI,Republican,House,APA
100,(1987-1989),1987,1989,SUNIA, Fofo I. F. 17,https://history.house.gov/People/Detail/22470#,AS,Democrat,House,APA
101,(1989-1991),1989,1991,AKAKA, Daniel Kahikina 18,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
101,(1989-1991),1989,1991,BLAZ, Ben Garrido,https://history.house.gov/People/Detail/9489#,GU,Republican,House,APA
101,(1989-1991),1989,1991,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
101,(1989-1991),1989,1991,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
101,(1989-1991),1989,1991,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
101,(1989-1991),1989,1991,MATSUNAGA, Spark Masayuki 19,https://history.house.gov/People/Detail/17633#,HI,Democrat,Senate,APA
101,(1989-1991),1989,1991,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
101,(1989-1991),1989,1991,MINK, Patsy Takemoto 20,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
101,(1989-1991),1989,1991,SAIKI, Patricia,https://history.house.gov/People/Detail/21149#,HI,Republican,House,APA
102,(1991-1993),1991,1993,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
102,(1991-1993),1991,1993,BLAZ, Ben Garrido,https://history.house.gov/People/Detail/9489#,GU,Republican,House,APA
102,(1991-1993),1991,1993,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
102,(1991-1993),1991,1993,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
102,(1991-1993),1991,1993,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
102,(1991-1993),1991,1993,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
102,(1991-1993),1991,1993,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
103,(1993-1995),1993,1995,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
103,(1993-1995),1993,1995,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
103,(1993-1995),1993,1995,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
103,(1993-1995),1993,1995,KIM, Jay C.,https://history.house.gov/People/Detail/16304#,CA,Republican,House,APA
103,(1993-1995),1993,1995,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
103,(1993-1995),1993,1995,MINETA, Norman Y.,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
103,(1993-1995),1993,1995,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
103,(1993-1995),1993,1995,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
103,(1993-1995),1993,1995,UNDERWOOD, Robert A.,https://history.house.gov/People/Detail/20846#,GU,Democrat,House,APA
104,(1995-1997),1995,1997,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
104,(1995-1997),1995,1997,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
104,(1995-1997),1995,1997,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
104,(1995-1997),1995,1997,KIM, Jay C.,https://history.house.gov/People/Detail/16304#,CA,Republican,House,APA
104,(1995-1997),1995,1997,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
104,(1995-1997),1995,1997,MINETA, Norman Y. 21,https://history.house.gov/People/Detail/18323#,CA,Democrat,House,APA
104,(1995-1997),1995,1997,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
104,(1995-1997),1995,1997,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
104,(1995-1997),1995,1997,UNDERWOOD, Robert A.,https://history.house.gov/People/Detail/20846#,GU,Democrat,House,APA
105,(1997-1999),1997,1999,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
105,(1997-1999),1997,1999,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
105,(1997-1999),1997,1999,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
105,(1997-1999),1997,1999,KIM, Jay C.,https://history.house.gov/People/Detail/16304#,CA,Republican,House,APA
105,(1997-1999),1997,1999,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
105,(1997-1999),1997,1999,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
105,(1997-1999),1997,1999,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
105,(1997-1999),1997,1999,UNDERWOOD, Robert A.,https://history.house.gov/People/Detail/20846#,GU,Democrat,House,APA
106,(1999-2001),1999,2001,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
106,(1999-2001),1999,2001,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
106,(1999-2001),1999,2001,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
106,(1999-2001),1999,2001,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
106,(1999-2001),1999,2001,MINK, Patsy Takemoto,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
106,(1999-2001),1999,2001,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
106,(1999-2001),1999,2001,UNDERWOOD, Robert A.,https://history.house.gov/People/Detail/20846#,GU,Democrat,House,APA
106,(1999-2001),1999,2001,WU, David,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
107,(2001-2003),2001,2003,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
107,(2001-2003),2001,2003,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
107,(2001-2003),2001,2003,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
107,(2001-2003),2001,2003,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
107,(2001-2003),2001,2003,MATSUI, Robert T.,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
107,(2001-2003),2001,2003,MINK, Patsy Takemoto 22,https://history.house.gov/People/Detail/18329#,HI,Democrat,House,APA
107,(2001-2003),2001,2003,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
107,(2001-2003),2001,2003,UNDERWOOD, Robert A.,https://history.house.gov/People/Detail/20846#,GU,Democrat,House,APA
107,(2001-2003),2001,2003,WU, David,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
108,(2003-2005),2003,2005,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
108,(2003-2005),2003,2005,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
108,(2003-2005),2003,2005,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
108,(2003-2005),2003,2005,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
108,(2003-2005),2003,2005,MATSUI, Robert T. 23,https://history.house.gov/People/Detail/17631#,CA,Democrat,House,APA
108,(2003-2005),2003,2005,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
108,(2003-2005),2003,2005,WU, David,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
109,(2005-2007),2005,2007,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
109,(2005-2007),2005,2007,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
109,(2005-2007),2005,2007,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
109,(2005-2007),2005,2007,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
109,(2005-2007),2005,2007,JINDAL, Bobby,https://history.house.gov/People/Detail/16063#,LA,Republican,House,APA
109,(2005-2007),2005,2007,MATSUI, Doris 24,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
109,(2005-2007),2005,2007,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
109,(2005-2007),2005,2007,WU, David,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
110,(2007-2009),2007,2009,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
110,(2007-2009),2007,2009,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
110,(2007-2009),2007,2009,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,House,APA
110,(2007-2009),2007,2009,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
110,(2007-2009),2007,2009,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
110,(2007-2009),2007,2009,JINDAL, Bobby 25,https://history.house.gov/People/Detail/16063#,LA,Republican,House,APA
110,(2007-2009),2007,2009,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
110,(2007-2009),2007,2009,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
110,(2007-2009),2007,2009,WU, David,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
