Congress,YearRange,SessionBegan,SessionEnded,LastName,FirstMiddleName,,StateOrTerritory,Party,Service,Group
112,(2011-2013),2011,2013,AYOTTE, Kelly,https://history.house.gov/People/Detail/8771#,NH,Republican,Senate,Women
112,(2011-2013),2011,2013,BACHMANN, Michele,https://history.house.gov/People/Detail/10411#,MN,Republican,House,Women
112,(2011-2013),2011,2013,BALDWIN, Tammy,https://history.house.gov/People/Detail/10361#,WI,Democrat,House,Women
112,(2011-2013),2011,2013,BASS, Karen,https://history.house.gov/People/Detail/10433#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,BERKLEY, Shelley,https://history.house.gov/People/Detail/10363#,NV,Democrat,House,Women
112,(2011-2013),2011,2013,BIGGERT, Judy Borg,https://history.house.gov/People/Detail/10365#,IL,Republican,House,Women
112,(2011-2013),2011,2013,BLACK, Diane,https://history.house.gov/People/Detail/10436#,TN,Republican,House,Women
112,(2011-2013),2011,2013,BLACKBURN, Marsha,https://history.house.gov/People/Detail/10385#,TN,Republican,House,Women
112,(2011-2013),2011,2013,BONAMICI, Suzanne 88,https://history.house.gov/People/Detail/10443#,OR,Democrat,House,Women
112,(2011-2013),2011,2013,BONO, Mary,https://history.house.gov/People/Detail/10357#,CA,Republican,House,Women
112,(2011-2013),2011,2013,BORDALLO, Madeleine,https://history.house.gov/People/Detail/10389#,GU,Democrat,House,Women
112,(2011-2013),2011,2013,BOXER, Barbara,https://history.house.gov/People/Detail/9704#,CA,Democrat,Senate,Women
112,(2011-2013),2011,2013,BROWN, Corrine,https://history.house.gov/People/Detail/7695#,FL,Democrat,House,Women
112,(2011-2013),2011,2013,BUERKLE, Ann Marie,https://history.house.gov/People/Detail/10441#,NY,Republican,House,Women
112,(2011-2013),2011,2013,CANTWELL, Maria E.,https://history.house.gov/People/Detail/10608#,WA,Democrat,Senate,Women
112,(2011-2013),2011,2013,CAPITO, Shelley Moore,https://history.house.gov/People/Detail/11762#,WV,Republican,House,Women
112,(2011-2013),2011,2013,CAPPS, Lois,https://history.house.gov/People/Detail/11744#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,CASTOR, Kathy,https://history.house.gov/People/Detail/11796#,FL,Democrat,House,Women
112,(2011-2013),2011,2013,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930#,VI,Democrat,House,Women
112,(2011-2013),2011,2013,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,CLARKE, Yvette Diane,https://history.house.gov/People/Detail/11798#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,COLLINS, Susan Margaret,https://history.house.gov/People/Detail/11742#,ME,Republican,Senate,Women
112,(2011-2013),2011,2013,DAVIS, Susan A.,https://history.house.gov/People/Detail/12571#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,DEGETTE, Diana,https://history.house.gov/People/Detail/12076#,CO,Democrat,House,Women
112,(2011-2013),2011,2013,DELAURO, Rosa L.,https://history.house.gov/People/Detail/12101#,CT,Democrat,House,Women
112,(2011-2013),2011,2013,DELBENE, Suzan K. 89,https://history.house.gov/People/Detail/15032387032#,WA,Democrat,House,Women
112,(2011-2013),2011,2013,EDWARDS, Donna F.,https://history.house.gov/People/Detail/12961#,MD,Democrat,House,Women
112,(2011-2013),2011,2013,ELLMERS, Renee,https://history.house.gov/People/Detail/12963#,NC,Republican,House,Women
112,(2011-2013),2011,2013,EMERSON, Jo Ann,https://history.house.gov/People/Detail/12803#,MO,Republican,House,Women
112,(2011-2013),2011,2013,ESHOO, Anna Georges,https://history.house.gov/People/Detail/12867#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,FEINSTEIN, Dianne,https://history.house.gov/People/Detail/13044#,CA,Democrat,Senate,Women
112,(2011-2013),2011,2013,FOXX, Virginia Ann,https://history.house.gov/People/Detail/13547#,NC,Republican,House,Women
112,(2011-2013),2011,2013,FUDGE, Marcia L.,https://history.house.gov/People/Detail/13557#,OH,Democrat,House,Women
112,(2011-2013),2011,2013,GIFFORDS, Gabrielle 90,https://history.house.gov/People/Detail/14267#,AZ,Democrat,House,Women
112,(2011-2013),2011,2013,GILLIBRAND, Kirsten,https://history.house.gov/People/Detail/14269#,NY,Democrat,Senate,Women
112,(2011-2013),2011,2013,GRANGER, Kay,https://history.house.gov/People/Detail/14039#,TX,Republican,House,Women
112,(2011-2013),2011,2013,HAGAN, Kay,https://history.house.gov/People/Detail/15594#,NC,Democrat,Senate,Women
112,(2011-2013),2011,2013,HAHN, Janice 91,https://history.house.gov/People/Detail/15617#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,HANABUSA, Colleen,https://history.house.gov/People/Detail/15596#,HI,Democrat,House,Women
112,(2011-2013),2011,2013,HARMAN, Jane L. 92,https://history.house.gov/People/Detail/14550#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,HARTZLER, Vicky,https://history.house.gov/People/Detail/15601#,MO,Republican,House,Women
112,(2011-2013),2011,2013,HAYWORTH, Nan,https://history.house.gov/People/Detail/15602#,NY,Republican,House,Women
112,(2011-2013),2011,2013,HERRERA BEUTLER, Jaime,https://history.house.gov/People/Detail/15606#,WA,Republican,House,Women
112,(2011-2013),2011,2013,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,House,Women
112,(2011-2013),2011,2013,HOCHUL, Kathleen C. 93,https://history.house.gov/People/Detail/15616#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,HUTCHISON, Kathryn Ann Bailey (Kay),https://history.house.gov/People/Detail/15537#,TX,Republican,Senate,Women
112,(2011-2013),2011,2013,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730#,TX,Democrat,House,Women
112,(2011-2013),2011,2013,JENKINS, Lynn,https://history.house.gov/People/Detail/16069#,KS,Republican,House,Women
112,(2011-2013),2011,2013,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852#,TX,Democrat,House,Women
112,(2011-2013),2011,2013,KAPTUR, Marcia Carolyn (Marcy),https://history.house.gov/People/Detail/16086#,OH,Democrat,House,Women
112,(2011-2013),2011,2013,KLOBUCHAR, Amy,https://history.house.gov/People/Detail/16558#,MN,Democrat,Senate,Women
112,(2011-2013),2011,2013,LANDRIEU, Mary L.,https://history.house.gov/People/Detail/17280#,LA,Democrat,Senate,Women
112,(2011-2013),2011,2013,LEE, Barbara,https://history.house.gov/People/Detail/17282#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,LOFGREN, Zoe,https://history.house.gov/People/Detail/17087#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,LOWEY, Nita M.,https://history.house.gov/People/Detail/17192#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,LUMMIS, Cynthia M.,https://history.house.gov/People/Detail/17319#,WY,Republican,House,Women
112,(2011-2013),2011,2013,MALONEY, Carolyn Bosher,https://history.house.gov/People/Detail/17437#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,MCCARTHY, Carolyn,https://history.house.gov/People/Detail/17705#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,MCCASKILL, Claire,https://history.house.gov/People/Detail/18811#,MO,Democrat,Senate,Women
112,(2011-2013),2011,2013,MCCOLLUM, Betty,https://history.house.gov/People/Detail/18758#,MN,Democrat,House,Women
112,(2011-2013),2011,2013,MIKULSKI, Barbara Ann,https://history.house.gov/People/Detail/18207#,MD,Democrat,Senate,Women
112,(2011-2013),2011,2013,MILLER, Candice S.,https://history.house.gov/People/Detail/18772#,MI,Republican,House,Women
112,(2011-2013),2011,2013,MOORE, Gwendolynne S. (Gwen),https://history.house.gov/People/Detail/18792#,WI,Democrat,House,Women
112,(2011-2013),2011,2013,MURKOWSKI, Lisa,https://history.house.gov/People/Detail/18778#,AK,Republican,Senate,Women
112,(2011-2013),2011,2013,MURRAY, Patty,https://history.house.gov/People/Detail/18715#,WA,Democrat,Senate,Women
112,(2011-2013),2011,2013,MYRICK, Sue,https://history.house.gov/People/Detail/18745#,NC,Republican,House,Women
112,(2011-2013),2011,2013,NAPOLITANO, Grace Flores,https://history.house.gov/People/Detail/19055#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,NOEM, Kristi,https://history.house.gov/People/Detail/19064#,SD,Republican,House,Women
112,(2011-2013),2011,2013,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016#,DC,Democrat,House,Women
112,(2011-2013),2011,2013,PELOSI, Nancy,https://history.house.gov/People/Detail/19519#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,PINGREE, Chellie,https://history.house.gov/People/Detail/20032#,ME,Democrat,House,Women
112,(2011-2013),2011,2013,RICHARDSON, Laura,https://history.house.gov/People/Detail/20805#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,ROBY, Martha,https://history.house.gov/People/Detail/20821#,AL,Republican,House,Women
112,(2011-2013),2011,2013,RODGERS, Cathy McMorris,https://history.house.gov/People/Detail/18790#,WA,Republican,House,Women
112,(2011-2013),2011,2013,ROS-LEHTINEN, Ileana,https://history.house.gov/People/Detail/20624#,FL,Republican,House,Women
112,(2011-2013),2011,2013,ROYBAL-ALLARD, Lucille,https://history.house.gov/People/Detail/20686#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,SANCHEZ, Loretta,https://history.house.gov/People/Detail/21168#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,SANCHEZ, Linda T.,https://history.house.gov/People/Detail/22572#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,SCHAKOWSKY, Janice D.,https://history.house.gov/People/Detail/22550#,IL,Democrat,House,Women
112,(2011-2013),2011,2013,SCHMIDT, Jean,https://history.house.gov/People/Detail/22585#,OH,Republican,House,Women
112,(2011-2013),2011,2013,SCHWARTZ, Allyson Y.,https://history.house.gov/People/Detail/22582#,PA,Democrat,House,Women
112,(2011-2013),2011,2013,SEWELL, Terri,https://history.house.gov/People/Detail/22624#,AL,Democrat,House,Women
112,(2011-2013),2011,2013,SHAHEEN, Jeanne,https://history.house.gov/People/Detail/22618#,NH,Democrat,Senate,Women
112,(2011-2013),2011,2013,SLAUGHTER, Louise McIntosh,https://history.house.gov/People/Detail/21738#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,SNOWE, Olympia Jean,https://history.house.gov/People/Detail/21955#,ME,Republican,Senate,Women
112,(2011-2013),2011,2013,SPEIER, Karen Lorraine Jacqueline (Jackie),https://history.house.gov/People/Detail/22606#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,STABENOW, Deborah Ann,https://history.house.gov/People/Detail/22090#,MI,Democrat,Senate,Women
112,(2011-2013),2011,2013,SUTTON, Betty,https://history.house.gov/People/Detail/22604#,OH,Democrat,House,Women
112,(2011-2013),2011,2013,TSONGAS, Nicola S. (Niki),https://history.house.gov/People/Detail/23209#,MA,Democrat,House,Women
112,(2011-2013),2011,2013,VELAZQUEZ, Nydia M.,https://history.house.gov/People/Detail/20972#,NY,Democrat,House,Women
112,(2011-2013),2011,2013,WASSERMAN SCHULTZ, Debbie,https://history.house.gov/People/Detail/24177#,FL,Democrat,House,Women
112,(2011-2013),2011,2013,WATERS, Maxine,https://history.house.gov/People/Detail/23438#,CA,Democrat,House,Women
112,(2011-2013),2011,2013,WILSON, Frederica,https://history.house.gov/People/Detail/24196#,FL,Democrat,House,Women
112,(2011-2013),2011,2013,WOOLSEY, Lynn C.,https://history.house.gov/People/Detail/24098#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,ADAMS, Alma 94,https://history.house.gov/People/Detail/15032409256#,NC,Democrat,House,Women
113,(2013-2015),2013,2015,AYOTTE, Kelly,https://history.house.gov/People/Detail/8771#,NH,Republican,Senate,Women
113,(2013-2015),2013,2015,BACHMANN, Michele,https://history.house.gov/People/Detail/10411#,MN,Republican,House,Women
113,(2013-2015),2013,2015,BALDWIN, Tammy,https://history.house.gov/People/Detail/10361#,WI,Democrat,Senate,Women
113,(2013-2015),2013,2015,BASS, Karen,https://history.house.gov/People/Detail/10433#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,BEATTY, Joyce,https://history.house.gov/People/Detail/15032386867#,OH,Democrat,House,Women
113,(2013-2015),2013,2015,BLACK, Diane,https://history.house.gov/People/Detail/10436#,TN,Republican,House,Women
113,(2013-2015),2013,2015,BLACKBURN, Marsha,https://history.house.gov/People/Detail/10385#,TN,Republican,House,Women
113,(2013-2015),2013,2015,BONAMICI, Suzanne,https://history.house.gov/People/Detail/10443#,OR,Democrat,House,Women
113,(2013-2015),2013,2015,BORDALLO, Madeleine,https://history.house.gov/People/Detail/10389#,GU,Democrat,House,Women
113,(2013-2015),2013,2015,BOXER, Barbara,https://history.house.gov/People/Detail/9704#,CA,Democrat,Senate,Women
113,(2013-2015),2013,2015,BROOKS, Susan,https://history.house.gov/People/Detail/15032386870#,IN,Republican,House,Women
113,(2013-2015),2013,2015,BROWN, Corrine,https://history.house.gov/People/Detail/7695#,FL,Democrat,House,Women
113,(2013-2015),2013,2015,BROWNLEY, Julia,https://history.house.gov/People/Detail/15032386871#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,BUSTOS, Cheri,https://history.house.gov/People/Detail/15032386872#,IL,Democrat,House,Women
113,(2013-2015),2013,2015,CANTWELL, Maria E.,https://history.house.gov/People/Detail/10608#,WA,Democrat,Senate,Women
113,(2013-2015),2013,2015,CAPITO, Shelley Moore,https://history.house.gov/People/Detail/11762#,WV,Republican,House,Women
113,(2013-2015),2013,2015,CAPPS, Lois,https://history.house.gov/People/Detail/11744#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,CASTOR, Kathy,https://history.house.gov/People/Detail/11796#,FL,Democrat,House,Women
113,(2013-2015),2013,2015,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930#,VI,Democrat,House,Women
113,(2013-2015),2013,2015,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,CLARK, Katherine M. 95,https://history.house.gov/People/Detail/15032398493#,MA,Democrat,House,Women
113,(2013-2015),2013,2015,CLARKE, Yvette Diane,https://history.house.gov/People/Detail/11798#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,COLLINS, Susan Margaret,https://history.house.gov/People/Detail/11742#,ME,Republican,Senate,Women
113,(2013-2015),2013,2015,DAVIS, Susan A.,https://history.house.gov/People/Detail/12571#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,DEGETTE, Diana,https://history.house.gov/People/Detail/12076#,CO,Democrat,House,Women
113,(2013-2015),2013,2015,DELAURO, Rosa L.,https://history.house.gov/People/Detail/12101#,CT,Democrat,House,Women
113,(2013-2015),2013,2015,DELBENE, Suzan K.,https://history.house.gov/People/Detail/15032387032#,WA,Democrat,House,Women
113,(2013-2015),2013,2015,DUCKWORTH, Tammy,https://history.house.gov/People/Detail/15032387037#,IL,Democrat,House,Women
113,(2013-2015),2013,2015,EDWARDS, Donna F.,https://history.house.gov/People/Detail/12961#,MD,Democrat,House,Women
113,(2013-2015),2013,2015,ELLMERS, Renee,https://history.house.gov/People/Detail/12963#,NC,Republican,House,Women
113,(2013-2015),2013,2015,EMERSON, Jo Ann 96,https://history.house.gov/People/Detail/12803#,MO,Republican,House,Women
113,(2013-2015),2013,2015,ESHOO, Anna Georges,https://history.house.gov/People/Detail/12867#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,ESTY, Elizabeth,https://history.house.gov/People/Detail/15032387067#,CT,Democrat,House,Women
113,(2013-2015),2013,2015,FEINSTEIN, Dianne,https://history.house.gov/People/Detail/13044#,CA,Democrat,Senate,Women
113,(2013-2015),2013,2015,FISCHER, Debra (Deb),https://history.house.gov/People/Detail/15032390640#,NE,Republican,Senate,Women
113,(2013-2015),2013,2015,FOXX, Virginia Ann,https://history.house.gov/People/Detail/13547#,NC,Republican,House,Women
113,(2013-2015),2013,2015,FRANKEL, Lois,https://history.house.gov/People/Detail/15032387115#,FL,Democrat,House,Women
113,(2013-2015),2013,2015,FUDGE, Marcia L.,https://history.house.gov/People/Detail/13557#,OH,Democrat,House,Women
113,(2013-2015),2013,2015,GABBARD, Tulsi,https://history.house.gov/People/Detail/15032387167#,HI,Democrat,House,Women
113,(2013-2015),2013,2015,GILLIBRAND, Kirsten,https://history.house.gov/People/Detail/14269#,NY,Democrat,Senate,Women
113,(2013-2015),2013,2015,GRANGER, Kay,https://history.house.gov/People/Detail/14039#,TX,Republican,House,Women
113,(2013-2015),2013,2015,HAGAN, Kay,https://history.house.gov/People/Detail/15594#,NC,Democrat,Senate,Women
113,(2013-2015),2013,2015,HAHN, Janice,https://history.house.gov/People/Detail/15617#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,HANABUSA, Colleen,https://history.house.gov/People/Detail/15596#,HI,Democrat,House,Women
113,(2013-2015),2013,2015,HARTZLER, Vicky,https://history.house.gov/People/Detail/15601#,MO,Republican,House,Women
113,(2013-2015),2013,2015,HEITKAMP, Mary Kathryn (Heidi),https://history.house.gov/People/Detail/15032390641#,ND,Democrat,Senate,Women
113,(2013-2015),2013,2015,HERRERA BEUTLER, Jaime,https://history.house.gov/People/Detail/15606#,WA,Republican,House,Women
113,(2013-2015),2013,2015,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,Senate,Women
113,(2013-2015),2013,2015,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730#,TX,Democrat,House,Women
113,(2013-2015),2013,2015,JENKINS, Lynn,https://history.house.gov/People/Detail/16069#,KS,Republican,House,Women
113,(2013-2015),2013,2015,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852#,TX,Democrat,House,Women
113,(2013-2015),2013,2015,KAPTUR, Marcia Carolyn (Marcy),https://history.house.gov/People/Detail/16086#,OH,Democrat,House,Women
113,(2013-2015),2013,2015,KELLY, Robin L. 97,https://history.house.gov/People/Detail/15032393262#,IL,Democrat,House,Women
113,(2013-2015),2013,2015,KIRKPATRICK, Ann,https://history.house.gov/People/Detail/16560#,AZ,Democrat,House,Women
113,(2013-2015),2013,2015,KLOBUCHAR, Amy,https://history.house.gov/People/Detail/16558#,MN,Democrat,Senate,Women
113,(2013-2015),2013,2015,KUSTER, Ann McLane,https://history.house.gov/People/Detail/15032387341#,NH,Democrat,House,Women
113,(2013-2015),2013,2015,LANDRIEU, Mary L.,https://history.house.gov/People/Detail/17280#,LA,Democrat,Senate,Women
113,(2013-2015),2013,2015,LEE, Barbara,https://history.house.gov/People/Detail/17282#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,LOFGREN, Zoe,https://history.house.gov/People/Detail/17087#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,LOWEY, Nita M.,https://history.house.gov/People/Detail/17192#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,LUJAN GRISHAM, Michelle,https://history.house.gov/People/Detail/15032387385#,NM,Democrat,House,Women
113,(2013-2015),2013,2015,LUMMIS, Cynthia M.,https://history.house.gov/People/Detail/17319#,WY,Republican,House,Women
113,(2013-2015),2013,2015,MALONEY, Carolyn Bosher,https://history.house.gov/People/Detail/17437#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,MCCARTHY, Carolyn,https://history.house.gov/People/Detail/17705#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,MCCASKILL, Claire,https://history.house.gov/People/Detail/18811#,MO,Democrat,Senate,Women
113,(2013-2015),2013,2015,MCCOLLUM, Betty,https://history.house.gov/People/Detail/18758#,MN,Democrat,House,Women
113,(2013-2015),2013,2015,MENG, Grace,https://history.house.gov/People/Detail/15032387500#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,MIKULSKI, Barbara Ann,https://history.house.gov/People/Detail/18207#,MD,Democrat,Senate,Women
113,(2013-2015),2013,2015,MILLER, Candice S.,https://history.house.gov/People/Detail/18772#,MI,Republican,House,Women
113,(2013-2015),2013,2015,MOORE, Gwendolynne S. (Gwen),https://history.house.gov/People/Detail/18792#,WI,Democrat,House,Women
113,(2013-2015),2013,2015,MURKOWSKI, Lisa,https://history.house.gov/People/Detail/18778#,AK,Republican,Senate,Women
113,(2013-2015),2013,2015,MURRAY, Patty,https://history.house.gov/People/Detail/18715#,WA,Democrat,Senate,Women
113,(2013-2015),2013,2015,NAPOLITANO, Grace Flores,https://history.house.gov/People/Detail/19055#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,NEGRETE MCLEOD, Gloria,https://history.house.gov/People/Detail/15032390256#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,NOEM, Kristi,https://history.house.gov/People/Detail/19064#,SD,Republican,House,Women
113,(2013-2015),2013,2015,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016#,DC,Democrat,House,Women
113,(2013-2015),2013,2015,PELOSI, Nancy,https://history.house.gov/People/Detail/19519#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,PINGREE, Chellie,https://history.house.gov/People/Detail/20032#,ME,Democrat,House,Women
113,(2013-2015),2013,2015,ROBY, Martha,https://history.house.gov/People/Detail/20821#,AL,Republican,House,Women
113,(2013-2015),2013,2015,RODGERS, Cathy McMorris,https://history.house.gov/People/Detail/18790#,WA,Republican,House,Women
113,(2013-2015),2013,2015,ROS-LEHTINEN, Ileana,https://history.house.gov/People/Detail/20624#,FL,Republican,House,Women
113,(2013-2015),2013,2015,ROYBAL-ALLARD, Lucille,https://history.house.gov/People/Detail/20686#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,SANCHEZ, Loretta,https://history.house.gov/People/Detail/21168#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,SANCHEZ, Linda T.,https://history.house.gov/People/Detail/22572#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,SCHAKOWSKY, Janice D.,https://history.house.gov/People/Detail/22550#,IL,Democrat,House,Women
113,(2013-2015),2013,2015,SCHWARTZ, Allyson Y.,https://history.house.gov/People/Detail/22582#,PA,Democrat,House,Women
113,(2013-2015),2013,2015,SEWELL, Terri,https://history.house.gov/People/Detail/22624#,AL,Democrat,House,Women
113,(2013-2015),2013,2015,SHAHEEN, Jeanne,https://history.house.gov/People/Detail/22618#,NH,Democrat,Senate,Women
113,(2013-2015),2013,2015,SHEA-PORTER, Carol,https://history.house.gov/People/Detail/22596#,NH,Democrat,House,Women
113,(2013-2015),2013,2015,SINEMA, Kyrsten,https://history.house.gov/People/Detail/15032387755#,AZ,Democrat,House,Women
113,(2013-2015),2013,2015,SLAUGHTER, Louise McIntosh,https://history.house.gov/People/Detail/21738#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,SPEIER, Karen Lorraine Jacqueline (Jackie),https://history.house.gov/People/Detail/22606#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,STABENOW, Deborah Ann,https://history.house.gov/People/Detail/22090#,MI,Democrat,Senate,Women
113,(2013-2015),2013,2015,TITUS, Alice (Dina),https://history.house.gov/People/Detail/23215#,NV,Democrat,House,Women
113,(2013-2015),2013,2015,TSONGAS, Nicola S. (Niki),https://history.house.gov/People/Detail/23209#,MA,Democrat,House,Women
113,(2013-2015),2013,2015,VELAZQUEZ, Nydia M.,https://history.house.gov/People/Detail/20972#,NY,Democrat,House,Women
113,(2013-2015),2013,2015,WAGNER, Ann,https://history.house.gov/People/Detail/15032387908#,MO,Republican,House,Women
113,(2013-2015),2013,2015,WALORSKI, Jackie,https://history.house.gov/People/Detail/15032387909#,IN,Republican,House,Women
113,(2013-2015),2013,2015,WARREN, Elizabeth,https://history.house.gov/People/Detail/15032390639#,MA,Democrat,Senate,Women
113,(2013-2015),2013,2015,WASSERMAN SCHULTZ, Debbie,https://history.house.gov/People/Detail/24177#,FL,Democrat,House,Women
113,(2013-2015),2013,2015,WATERS, Maxine,https://history.house.gov/People/Detail/23438#,CA,Democrat,House,Women
113,(2013-2015),2013,2015,WILSON, Frederica,https://history.house.gov/People/Detail/24196#,FL,Democrat,House,Women
114,(2015-2017),2015,2017,ADAMS, Alma,https://history.house.gov/People/Detail/15032409256#,NC,Democrat,House,Women
114,(2015-2017),2015,2017,AYOTTE, Kelly,https://history.house.gov/People/Detail/8771#,NH,Republican,Senate,Women
114,(2015-2017),2015,2017,BALDWIN, Tammy,https://history.house.gov/People/Detail/10361#,WI,Democrat,Senate,Women
114,(2015-2017),2015,2017,BASS, Karen,https://history.house.gov/People/Detail/10433#,CA,Democrat,House,Women
114,(2015-2017),2015,2017,BEATTY, Joyce,https://history.house.gov/People/Detail/15032386867#,OH,Democrat,House,Women
114,(2015-2017),2015,2017,BLACK, Diane,https://history.house.gov/People/Detail/10436#,TN,Republican,House,Women
114,(2015-2017),2015,2017,BLACKBURN, Marsha,https://history.house.gov/People/Detail/10385#,TN,Republican,House,Women
114,(2015-2017),2015,2017,BONAMICI, Suzanne,https://history.house.gov/People/Detail/10443#,OR,Democrat,House,Women
114,(2015-2017),2015,2017,BORDALLO, Madeleine,https://history.house.gov/People/Detail/10389#,GU,Democrat,House,Women
114,(2015-2017),2015,2017,BOXER, Barbara,https://history.house.gov/People/Detail/9704#,CA,Democrat,Senate,Women
114,(2015-2017),2015,2017,BROOKS, Susan,https://history.house.gov/People/Detail/15032386870#,IN,Republican,House,Women
114,(2015-2017),2015,2017,BROWN, Corrine,https://history.house.gov/People/Detail/7695#,FL,Democrat,House,Women
114,(2015-2017),2015,2017,BROWNLEY, Julia,https://history.house.gov/People/Detail/15032386871#,CA,Democrat,House,Women
114,(2015-2017),2015,2017,BUSTOS, Cheri,https://history.house.gov/People/Detail/15032386872#,IL,Democrat,House,Women
114,(2015-2017),2015,2017,CANTWELL, Maria E.,https://history.house.gov/People/Detail/10608#,WA,Democrat,Senate,Women
114,(2015-2017),2015,2017,CAPITO, Shelley Moore,https://history.house.gov/People/Detail/11762#,WV,Republican,Senate,Women
114,(2015-2017),2015,2017,CAPPS, Lois,https://history.house.gov/People/Detail/11744#,CA,Democrat,House,Women
114,(2015-2017),2015,2017,CASTOR, Kathy,https://history.house.gov/People/Detail/11796#,FL,Democrat,House,Women
114,(2015-2017),2015,2017,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,Women
114,(2015-2017),2015,2017,CLARK, Katherine M.,https://history.house.gov/People/Detail/15032398493#,MA,Democrat,House,Women
114,(2015-2017),2015,2017,CLARKE, Yvette Diane,https://history.house.gov/People/Detail/11798#,NY,Democrat,House,Women
114,(2015-2017),2015,2017,COLLINS, Susan Margaret,https://history.house.gov/People/Detail/11742#,ME,Republican,Senate,Women
114,(2015-2017),2015,2017,COMSTOCK, Barbara J.,https://history.house.gov/People/Detail/15032409529#,VA,Republican,House,Women
114,(2015-2017),2015,2017,DAVIS, Susan A.,https://history.house.gov/People/Detail/12571#,CA,Democrat,House,Women
114,(2015-2017),2015,2017,DEGETTE, Diana,https://history.house.gov/People/Detail/12076#,CO,Democrat,House,Women
114,(2015-2017),2015,2017,DELAURO, Rosa L.,https://history.house.gov/People/Detail/12101#,CT,Democrat,House,Women
114,(2015-2017),2015,2017,DELBENE, Suzan K.,https://history.house.gov/People/Detail/15032387032#,WA,Democrat,House,Women
114,(2015-2017),2015,2017,DINGELL, Debbie,https://history.house.gov/People/Detail/15032409588#,MI,Democrat,House,Women
114,(2015-2017),2015,2017,DUCKWORTH, Tammy,https://history.house.gov/People/Detail/15032387037#,IL,Democrat,House,Women
114,(2015-2017),2015,2017,EDWARDS, Donna F.,https://history.house.gov/People/Detail/12961#,MD,Democrat,House,Women
114,(2015-2017),2015,2017,ELLMERS, Renee,https://history.house.gov/People/Detail/12963#,NC,Republican,House,Women
